3716,2715
3719,2705
3723,2703
3734,2705
3736,2706
3740,2708
3742,2698
3743,2704
3746,2703
3751,2705
3754,2697
3758,2700
3759,2703
3761,2704
3763,2705
3773,2702
3776,2709
3778,2706
3781,2704
3785,2704
3795,2704
3799,2701
3800,2702
3808,2695
3813,2702
3814,2695
3827,2703
3838,2707
3843,2704
3844,2710
3857,2705
3861,2703
3876,2695
3877,2706
3883,2702
3885,2704
3886,2706
3888,2705
3894,2700
3903,2704
3904,2706
3910,2703
3912,2707
3915,2704
3916,2699
3919,2704
3929,2703
3941,2704
3942,2704
3948,2701
3950,2706
3964,2701
3969,2704
3970,2709
3984,2700
3986,2705
3998,2698
3999,2704
4002,2698
4004,2705
4012,2703
4023,2704
4027,2703
4047,2703
4048,2706
4056,2705
4077,2702
4086,2703
